user_id,business_id,year,month,day,likes,text
PAeEkjrXTub0ENa4rZiWvA,zT45hBptOygpgCddHZRsjA,2010,08,24,0,"At the book signing, Under The Same Moon, for @africankelli at @changinghands in Tempe. Excited for Kelli!"
PAeEkjrXTub0ENa4rZiWvA,zT45hBptOygpgCddHZRsjA,2011,06,02,0,"Supporting Catherine today, great talk on: Checking Out, her new memoir."
PAeEkjrXTub0ENa4rZiWvA,iB9By3dVS6BydSUiDHxLyw,2011,12,19,0,"Steelers Game"
PAeEkjrXTub0ENa4rZiWvA,RPO5ISR18Xllgk9ahdPepA,2010,12,08,0,"Having wine & celebrating Tarbell's 16 Year Anniversary.  Congratulations @Tarbells!"
PAeEkjrXTub0ENa4rZiWvA,-JwSuDqyFILFJmVpjrVbwA,2010,11,08,0,"Steelers!"
PAeEkjrXTub0ENa4rZiWvA,IsN0qEzgAXBjbT3qn6lokA,2010,08,09,0,"Apparently, this is Dhargya's favorite place for pizza."
PAeEkjrXTub0ENa4rZiWvA,WU4wM-uD1INThG6F3sGzCQ,2012,07,04,0,"Yoga, sunset, pool, fireworks and fun!"
NAZzgDkNIL_DpHg6xu9APQ,VxRlBe2wjtycFWSZm1orTA,2015,04,11,0,"Boxty, a potato pancake with smoked salmon and dill sauce (they have others as well)...delightful! Just the right mix of salty from the smoked salmon and a wonderful dill sauce with a mild potato pancake, terrific! Good food in a wonderful. Irish pub including soccer on all the televisions...awesome!"
4yG4J05aKzE2zov0Jr37kg,cNz2tTTAPmdeAq6HnGeo8w,2010,07,13,0,"Just got here up on the landing. Great view, friendly service so far, nice cold Yuengling."
4yG4J05aKzE2zov0Jr37kg,Po0QGzgwFrfnGJEi_akCjA,2011,08,24,0,"Enjoying Grandma Kim's birthday."
4yG4J05aKzE2zov0Jr37kg,XkvvUNCmLIvOts0OftXegw,2012,06,24,0,"Veggie omelette with fresh squeezed OJ? Yummy."
4yG4J05aKzE2zov0Jr37kg,M-SS_Kr0zlC7v8kBSRa74g,2011,01,03,0,"First time. We will see."
4yG4J05aKzE2zov0Jr37kg,HaPwC4nxs6RPfe1pAQkQ4A,2010,11,12,0,"Just started. We'll see."
4yG4J05aKzE2zov0Jr37kg,HaPwC4nxs6RPfe1pAQkQ4A,2012,04,19,0,"Love it. Always."
4yG4J05aKzE2zov0Jr37kg,HaPwC4nxs6RPfe1pAQkQ4A,2012,05,01,0,"Just about my favorite place to hang out and eat ridiculously great food."
4yG4J05aKzE2zov0Jr37kg,qVO3l9Q0-KVQE7W9JL9ePw,2011,05,06,0,"First time. Smells great in here."
4yG4J05aKzE2zov0Jr37kg,mmbXj7CmjGbH-wR3j6cD0w,2011,03,24,0,"First time here. Sucks balls so far."
4yG4J05aKzE2zov0Jr37kg,mmbXj7CmjGbH-wR3j6cD0w,2012,08,16,0,"Soups on!!!!"
4yG4J05aKzE2zov0Jr37kg,DB9BRdu7is0AK1DvcuKlcw,2011,11,11,0,"Fan-freaking-tastic! Dawesome burgers, hot fresh fries. My new favorite!"
UyXqGEKod-veD6m6Hq0EDw,XNWXyFgCGaAwvg9QML2Ypw,2016,03,23,0,"Happy Hour is 4:30-6:30p while Late Mex is 10p-12a. Happy Hour includes wings---try the Southwestern Wings!"
JiPMk9WmbJu-VfTRAKpZpw,VxRlBe2wjtycFWSZm1orTA,2012,12,18,0,"Come in on Tuesdays for whiskey flight night! Bryan, the bartender, can answer all of your questions and guide you through the extensive scotch/whiskey selection!"
0l9V2VrhdWDgNR-7TpSAdg,XNWXyFgCGaAwvg9QML2Ypw,2012,09,09,0,"Yummm"
UsmTxWbobLsI6WR1Db0W7A,nlVjdQq9FzdQ3bfy-8y80g,2011,12,27,0,"Best oatmeal pancakes in this Burgh"
UsmTxWbobLsI6WR1Db0W7A,hDD6-yk1yuuRIvfdtHsISg,2011,03,25,0,"Freshest sashimi in the Burgh!"
UsmTxWbobLsI6WR1Db0W7A,SvCjBtbN1cKElDKPTw9dOA,2011,06,15,0,"A martini with a view"
UsmTxWbobLsI6WR1Db0W7A,gHngt6zpP683GKe1i23LUg,2011,07,26,0,"Dinner and U2"
UsmTxWbobLsI6WR1Db0W7A,gHngt6zpP683GKe1i23LUg,2011,12,04,0,"Brunch and beat the Bengals!"
UsmTxWbobLsI6WR1Db0W7A,gHngt6zpP683GKe1i23LUg,2012,01,08,0,"Brunch n at"
UsmTxWbobLsI6WR1Db0W7A,gHngt6zpP683GKe1i23LUg,2017,01,15,1,"Had brunch today and it was abysmal. Cold food, eggs were tough and mealy. Took almost twenty minutes to get smoked salmon replaced at the buffet. Coffee service was slow. Plates on the buffet were filthy, wet, made for an unappetizing meal."
UsmTxWbobLsI6WR1Db0W7A,wY3dlpLa0BHfDENYAPYuZA,2014,06,25,0,"Kitchen open til midnight"
UsmTxWbobLsI6WR1Db0W7A,1dYpffQi3qdh-dkXF4LZBw,2014,04,29,0,"Smallish than their other restaurants which is not saying much since the other Burgatory's are smallish. Prepare for long waits and parking will be an issue."
ca___2Qaf5FFyPCf6T2eZA,VxRlBe2wjtycFWSZm1orTA,2013,05,31,0,"What happened to the service tonight? Bar empty, bartender chick only interested in chatting other end of bar. Buh-bye!"
ca___2Qaf5FFyPCf6T2eZA,FgTzITgrmvrZqoHvkTSDzA,2012,08,11,0,"Awesome Bloody Mary!"
KDw1B6VZ-c0cSobzgRx06A,RvwZqjdkZ_pER0moPXLZAQ,2013,05,17,0,"For carry out, order at the back"
H5d_nFqzwrREE-YduK2ABg,VxRlBe2wjtycFWSZm1orTA,2012,11,10,1,"Good news!  They still have Southern Tier Pumking on tap!"
H5d_nFqzwrREE-YduK2ABg,SvCjBtbN1cKElDKPTw9dOA,2013,01,27,0,"the view is amazing!!!"
H5d_nFqzwrREE-YduK2ABg,FgTzITgrmvrZqoHvkTSDzA,2013,08,25,0,"Asian boneless wings.  Yummy!"
Ua-4uhdy1iZhvrQ2oWWkUg,S8urdN6ACnRQUm-7o9An8w,2015,05,12,0,"Sadly, my customer service experience was not like all of others yelpers.  I do not recommend this place.  Please read my review."
A0Tkq4VV8dD6t8NbBxvBPA,VxRlBe2wjtycFWSZm1orTA,2011,11,20,0,"Long wait for brunch...."
A0Tkq4VV8dD6t8NbBxvBPA,O1ird5yRyuDFnOmYu90OoA,2011,11,25,0,"Happy hour specials!"
A0Tkq4VV8dD6t8NbBxvBPA,O1ird5yRyuDFnOmYu90OoA,2012,08,30,0,"You wish you were here..."
1W3_JUSkH5tsrIWdIXoK-w,VBhPgceaKWOXT71d3Jp38w,2010,10,18,0,"Mia's choice... Happy Birthday!!!"
1W3_JUSkH5tsrIWdIXoK-w,SvCjBtbN1cKElDKPTw9dOA,2010,07,17,0,"Fish. Fish. Fish."
1W3_JUSkH5tsrIWdIXoK-w,RThuRlhMdowhtY8vITEIzQ,2010,08,25,0,"THE best. Bar none."
1W3_JUSkH5tsrIWdIXoK-w,RThuRlhMdowhtY8vITEIzQ,2012,05,18,0,"Aiello's... Now Mineo's. Mia is weighing the options."
1W3_JUSkH5tsrIWdIXoK-w,kwMJ4KfhEcrk9jiMe-S6wQ,2011,08,26,0,"Post burger gelato."
croKT7nl1ZTY466HAthbBg,O1ird5yRyuDFnOmYu90OoA,2012,06,11,0,"Appreciate the amount of vodka in the Bloody Mary. Question the presentation and flavor."
croKT7nl1ZTY466HAthbBg,Cf0iV72DTqR0ggBje2d0sg,2011,12,06,0,"Get your coffee here. Really, just come here for it. Subsequently feel better about everything else."
croKT7nl1ZTY466HAthbBg,Cf0iV72DTqR0ggBje2d0sg,2012,12,30,0,"Don't spend too much time on your laptop. Some people would like to just sit and chat at that whole table you're occupying."
croKT7nl1ZTY466HAthbBg,Cf0iV72DTqR0ggBje2d0sg,2014,05,12,0,"If you're a freelancer flying solo at a table, share it. Coffee shops are at their best when there's conversation, and keeping tables open for folks just there to chat encourages that."
yqa2qWN6acpmDuDL3U61UA,iB9By3dVS6BydSUiDHxLyw,2013,12,29,0,"The pizza is pretty darned good!"
-Vu7L3U7-kxDyY1VHxw3zw,ehaoreB8IzKY8KvRGqxcUA,2010,12,15,0,"Be prepared to wait if you're trying for the half off"
-Vu7L3U7-kxDyY1VHxw3zw,RThuRlhMdowhtY8vITEIzQ,2010,12,20,0,"If you don't like cheese thicker than your crust then tell them to go light on it!"
-Vu7L3U7-kxDyY1VHxw3zw,1dhPgc7E7IzzpxjHM2LphQ,2010,12,15,0,"Any location is better than this one. P.s. they dont claim 2b authentic mexican - its very americanized and tasty."
-Vu7L3U7-kxDyY1VHxw3zw,caGXS6ubNTlv91ZZyoirjQ,2010,12,15,0,"Known 4 putting french fries & slaw on their sammies, not 4 being healthy. Don't acted shocked or disgusted. And not all yinzers r fatties."
-Vu7L3U7-kxDyY1VHxw3zw,O1ird5yRyuDFnOmYu90OoA,2010,12,15,0,"They put cucumbers in their bloody marys. Refreshing but not a bloody mary"
aIBc0PAaUMrBZUctFAjpEw,cNz2tTTAPmdeAq6HnGeo8w,2013,06,19,0,"Not great."
wrUYC0wc987XBBAoskOCHA,nlVjdQq9FzdQ3bfy-8y80g,2016,09,15,0,"Pumpkin Hotcakes are available year round!"
wrUYC0wc987XBBAoskOCHA,nlVjdQq9FzdQ3bfy-8y80g,2016,10,11,0,"Potomac Avenue is closed for construction. Park on Hillsdale Avenue, or in lot (for nominal fee) on Espy, across from Northway Christian Community. About a 25 yd. walk."
wrUYC0wc987XBBAoskOCHA,nlVjdQq9FzdQ3bfy-8y80g,2016,10,18,0,"They only sell 'childrens' hotdogs'. Well, there's Parker's PGH across the street, and theirs are tasty, and no age restrictions!"
r98FaAOAoJDCPp384XpcYA,xImiQIhC2ZBDEy7LhpQ4nQ,2013,04,06,0,"Good wine list while you're waiting for a flight!"
blrWvPePSv87aU9hV1Zd8Q,nlVjdQq9FzdQ3bfy-8y80g,2012,03,03,0,"Having pancakss"
blrWvPePSv87aU9hV1Zd8Q,nlVjdQq9FzdQ3bfy-8y80g,2012,08,17,0,"Feeling like pancakes for breakfast."
blrWvPePSv87aU9hV1Zd8Q,CK-Gv3vqIlWOrKP4fhT8_g,2012,02,16,0,"Hot dog and fries special"
blrWvPePSv87aU9hV1Zd8Q,VxRlBe2wjtycFWSZm1orTA,2010,11,21,0,"Nice evening with family going to see Trans Siberian Orchestra. Good music and flashy lights!!"
blrWvPePSv87aU9hV1Zd8Q,VxRlBe2wjtycFWSZm1orTA,2011,04,06,0,"I have been looking forward to Voodoo  Brewing, 'More Cowbell Please!!!'  Awesome"
blrWvPePSv87aU9hV1Zd8Q,VxRlBe2wjtycFWSZm1orTA,2011,09,11,0,"Sitting down for some boxty and a brew"
blrWvPePSv87aU9hV1Zd8Q,VxRlBe2wjtycFWSZm1orTA,2012,04,04,0,"Lamb and Chestnut Shepards Pie and an Elysian Dragonstooth Stout."
blrWvPePSv87aU9hV1Zd8Q,1dhPgc7E7IzzpxjHM2LphQ,2011,10,13,0,"1/2 price beer during happy hola! Digging the blue point pumpkin, can't wait for the Brooklyn Chocolate Stout."
QQtoHnP0cP7nzNnUob_1CQ,gHngt6zpP683GKe1i23LUg,2012,03,18,0,"Beautiful restaurant. Good service. I wish the food was great. It's just ok. Love the donut station. Had a lot of fun."
QQtoHnP0cP7nzNnUob_1CQ,kwMJ4KfhEcrk9jiMe-S6wQ,2012,05,21,0,"Terrific little restaurant with wood fired pizza, gelato.  I really like the salad and antipasti."
YrlNGnrofZHseVYxrLrvJA,Cf0iV72DTqR0ggBje2d0sg,2014,03,04,0,"Best coffee in the 'Burgh."
YrlNGnrofZHseVYxrLrvJA,CZKkoMlqu0N0zCFK-3T_Fg,2013,04,29,0,"Extraordinary food in the burgh! Review to follow..."
YrlNGnrofZHseVYxrLrvJA,nwHd2MbIGz0SNG8GpFjekw,2013,06,24,0,"Tacos al pastor y uno de pollo."
NxtYkOpXHSy7LWRKJf3z0w,b_xFN9mtFWHUbny-GoiErQ,2015,09,27,0,"Cash only! And get there early if you don't want to wait!"
NxtYkOpXHSy7LWRKJf3z0w,zaLFPpm-t89qSDOaFVgwDQ,2016,02,29,0,"Great place to grab some grub while you're on the go. Order up and ready in 15 minutes, just enough time to catch our flight!"
NxtYkOpXHSy7LWRKJf3z0w,plHKBwA18aWeP-TG8DC96Q,2015,05,11,0,"The tacos are spicy, and they are not messing around!"
fmzIm7RxEdii5Jz44PtO7g,SvCjBtbN1cKElDKPTw9dOA,2014,04,12,0,"Great overlook of the city"
M9TjYmTgHayJ22cNkyvW_g,nlVjdQq9FzdQ3bfy-8y80g,2014,11,14,0,"Two words - feta burger!"
M9TjYmTgHayJ22cNkyvW_g,hDD6-yk1yuuRIvfdtHsISg,2014,07,21,0,"Half the place is empty and the music is off! Yay!"
M9TjYmTgHayJ22cNkyvW_g,hDD6-yk1yuuRIvfdtHsISg,2015,02,04,0,"Soup, salad and one special sushi roll cost me about $30 last night with my tip. It was tasty enough but that's a steep price, especially since you can get better deals elsewhere."
M9TjYmTgHayJ22cNkyvW_g,gHngt6zpP683GKe1i23LUg,2015,04,20,0,"Dessert at Grand Concourse is quite the treat!"
M9TjYmTgHayJ22cNkyvW_g,Mv7N0bU56dhtoDP-m2JOow,2016,04,22,0,"These guys are not well staffed considering it's a Friday and they advertised their 'grand reopening' for today."
M9TjYmTgHayJ22cNkyvW_g,04kZ5CSh6oKhI5huU5bLdg,2015,09,15,0,"Try their tofu bites! Even this carnivore loves them!"
M9TjYmTgHayJ22cNkyvW_g,04kZ5CSh6oKhI5huU5bLdg,2016,03,10,0,"It says a lot when a waiter asks if someone took care of you, rolls their eyes when you say no, and they take your order (clearly in someone else's place). At least after 10 minutes alone on a quiet night I got my order in!"
M9TjYmTgHayJ22cNkyvW_g,wY3dlpLa0BHfDENYAPYuZA,2015,03,20,0,"Such attentive servers - I'm impressed!"
M9TjYmTgHayJ22cNkyvW_g,wY3dlpLa0BHfDENYAPYuZA,2015,04,18,0,"I love this place but dear Lord, no business downtown on a busy street should ever prop open their streetside doors/windows - it's just not pleasant."
M9TjYmTgHayJ22cNkyvW_g,wY3dlpLa0BHfDENYAPYuZA,2015,10,15,0,"New menu and fall items available now! Yay!"
M9TjYmTgHayJ22cNkyvW_g,wY3dlpLa0BHfDENYAPYuZA,2016,02,07,0,"Stop in for brunch!! Yum!"
M9TjYmTgHayJ22cNkyvW_g,1dYpffQi3qdh-dkXF4LZBw,2015,04,20,0,"Love the milkshakes - but I have no problem passing on the burgers here. They come out dry and overcooked every time. :("
M9TjYmTgHayJ22cNkyvW_g,1dYpffQi3qdh-dkXF4LZBw,2016,08,12,0,"Our server brought us drinks and disappeared...:("
PRFNlFWSvjCrZ98ge9ayqg,SvCjBtbN1cKElDKPTw9dOA,2016,12,23,0,"Had an awesome meal with an amazing view!!"
benfF2qIwxDz7TCeF1XWIA,CK-Gv3vqIlWOrKP4fhT8_g,2011,08,11,0,"Nugget nectar!"
benfF2qIwxDz7TCeF1XWIA,CK-Gv3vqIlWOrKP4fhT8_g,2011,10,01,0,"Holy picked over!"
benfF2qIwxDz7TCeF1XWIA,VxRlBe2wjtycFWSZm1orTA,2011,04,05,0,"bloody marys!!!"
benfF2qIwxDz7TCeF1XWIA,VxRlBe2wjtycFWSZm1orTA,2011,05,01,0,"Bloody Marys and Boxty kinda morning"
benfF2qIwxDz7TCeF1XWIA,VxRlBe2wjtycFWSZm1orTA,2011,06,16,0,"lunch special - cream cheese, goat cheese, jalapeños on corn dusted pan-fried bread!  Mmmmmmm!"
benfF2qIwxDz7TCeF1XWIA,VxRlBe2wjtycFWSZm1orTA,2011,07,16,0,"It's a bloody Mary mornin'"
benfF2qIwxDz7TCeF1XWIA,VxRlBe2wjtycFWSZm1orTA,2011,09,18,0,"It's 11 o'clock: boozetime!  Bloody Marys + the English Breakfast = best brunch in the 412!!"
benfF2qIwxDz7TCeF1XWIA,VxRlBe2wjtycFWSZm1orTA,2011,11,27,0,"Mmmmm English breakfast!"
benfF2qIwxDz7TCeF1XWIA,RvwZqjdkZ_pER0moPXLZAQ,2011,05,15,0,"trying new things!!!!"
benfF2qIwxDz7TCeF1XWIA,RvwZqjdkZ_pER0moPXLZAQ,2011,10,16,0,"Chunk chicken"
benfF2qIwxDz7TCeF1XWIA,RThuRlhMdowhtY8vITEIzQ,2011,06,12,0,"pepperoni & green peppers!!!"
benfF2qIwxDz7TCeF1XWIA,O1ird5yRyuDFnOmYu90OoA,2011,09,05,0,"Food was fab but Waylon Jennings on the stereo woulda put it over the edge."
benfF2qIwxDz7TCeF1XWIA,Cf0iV72DTqR0ggBje2d0sg,2011,06,10,0,"shot of espresso, Elliott smith, AND band of horses with awesome service!!!"
benfF2qIwxDz7TCeF1XWIA,Cf0iV72DTqR0ggBje2d0sg,2011,06,13,0,"Best espresso in pittsburgh!"
benfF2qIwxDz7TCeF1XWIA,Cf0iV72DTqR0ggBje2d0sg,2011,06,15,0,"Mmmmmm"
benfF2qIwxDz7TCeF1XWIA,Cf0iV72DTqR0ggBje2d0sg,2011,06,17,0,"Can't live without it mmmmm!"
benfF2qIwxDz7TCeF1XWIA,Cf0iV72DTqR0ggBje2d0sg,2011,06,23,0,"Mmmmm"
benfF2qIwxDz7TCeF1XWIA,Cf0iV72DTqR0ggBje2d0sg,2011,06,25,0,"Woooops to early"
benfF2qIwxDz7TCeF1XWIA,Cf0iV72DTqR0ggBje2d0sg,2011,07,16,0,"Ohhh how I missed your espresso"
benfF2qIwxDz7TCeF1XWIA,Cf0iV72DTqR0ggBje2d0sg,2011,07,21,0,"Best espresso and dog friendly!"
benfF2qIwxDz7TCeF1XWIA,Cf0iV72DTqR0ggBje2d0sg,2011,07,26,0,"Line was took long at Starbucks"
benfF2qIwxDz7TCeF1XWIA,Cf0iV72DTqR0ggBje2d0sg,2011,10,14,0,"Nasty day for a dog walk .time for some espresso!"
benfF2qIwxDz7TCeF1XWIA,CZKkoMlqu0N0zCFK-3T_Fg,2011,04,30,0,"date night!!!"
benfF2qIwxDz7TCeF1XWIA,Fozo0B-y42EhRMomR0K5vQ,2012,01,08,0,"Heaven...."
benfF2qIwxDz7TCeF1XWIA,XNWXyFgCGaAwvg9QML2Ypw,2011,10,11,0,"Pens and burritos!"
benfF2qIwxDz7TCeF1XWIA,XNWXyFgCGaAwvg9QML2Ypw,2011,10,19,0,"Worst service eveeeeerrrrr"
benfF2qIwxDz7TCeF1XWIA,XNWXyFgCGaAwvg9QML2Ypw,2011,09,13,0,"Pumking!"
5XVGDqn9wdwG4c_T1o0XUw,gHngt6zpP683GKe1i23LUg,2012,12,07,0,"gorgeous!"
5XVGDqn9wdwG4c_T1o0XUw,04kZ5CSh6oKhI5huU5bLdg,2013,09,08,0,"My new favorite spot for AWESOME BEER"
5XVGDqn9wdwG4c_T1o0XUw,04kZ5CSh6oKhI5huU5bLdg,2013,10,26,0,"Great beers and amazing burgers!"
5XVGDqn9wdwG4c_T1o0XUw,wY3dlpLa0BHfDENYAPYuZA,2014,03,08,0,"Moscow mule is excellent"
Mdu_vYoqIQJvD0LPquqpFw,plHKBwA18aWeP-TG8DC96Q,2015,08,02,0,"Cash only though"
eVdyyFHCUP6QhRabYxwqog,hDD6-yk1yuuRIvfdtHsISg,2016,12,12,0,"Always great"
P3B7FfBpXERa-KdxwIGkHA,axi57Y3h5c8BxM1Xyj0KBw,2015,02,01,0,"This is the first Grimaldi's located outside of New York!"
X1OCokVRmIv-6FKiYGBa-A,b_xFN9mtFWHUbny-GoiErQ,2013,05,19,0,"The best pancakes!"
WgEKUJoh5msZlOlTCKnKtg,SvCjBtbN1cKElDKPTw9dOA,2015,12,28,0,"The view is amazing! The food is good and very fresh!"
5cuAGCmSZrT510080HNGWA,SvCjBtbN1cKElDKPTw9dOA,2013,12,03,0,"Use opentable app to make a reservation!!!"
eVB6qRCCfuT2NIuLi3Bb8A,gHngt6zpP683GKe1i23LUg,2013,05,23,0,"The Grand Concourse is the restaurant attached to the Gandy Dancer Saloon, which has a reasonable happy hour, with discounted appetizers."
eVB6qRCCfuT2NIuLi3Bb8A,gHngt6zpP683GKe1i23LUg,2013,05,23,0,"Ok, I afded a tip that this place and Gandy Dancer were affiliated, now I'm not so sure.  This is definitely a dress for dinner place"
LGXlkLvjylax593u-evS7w,nlVjdQq9FzdQ3bfy-8y80g,2013,07,09,0,"Great place. Friendly and damn good."
135DbbQnr3BEkQbBzZ9T1A,nlVjdQq9FzdQ3bfy-8y80g,2015,04,18,0,"Get there before 11 on the weekend to avoid a long wait!"
135DbbQnr3BEkQbBzZ9T1A,CK-Gv3vqIlWOrKP4fhT8_g,2015,05,02,0,"Loved the Angry Tiki dog--super flavorful!"
135DbbQnr3BEkQbBzZ9T1A,VxRlBe2wjtycFWSZm1orTA,2015,03,21,0,"Try one of the authentic Scottish dishes from the 'Across the Pond' section of the menu. Yum!"
135DbbQnr3BEkQbBzZ9T1A,SvCjBtbN1cKElDKPTw9dOA,2016,06,19,0,"If you're a dessert lover, the angel food grilled cheese is a must!"
135DbbQnr3BEkQbBzZ9T1A,RvwZqjdkZ_pER0moPXLZAQ,2015,08,23,0,"The place for bubble tea in SqHill."
135DbbQnr3BEkQbBzZ9T1A,RThuRlhMdowhtY8vITEIzQ,2015,02,10,0,"Lots of cheese, but kind of bland otherwise."
135DbbQnr3BEkQbBzZ9T1A,1dhPgc7E7IzzpxjHM2LphQ,2014,11,20,0,"A *lot* smaller than the Shadyside location."
135DbbQnr3BEkQbBzZ9T1A,X88w0XrUSIKue9Vuwtqs_g,2014,09,06,0,"Great fish tacos! Sushi looked good--must return to try it."
135DbbQnr3BEkQbBzZ9T1A,X88w0XrUSIKue9Vuwtqs_g,2015,04,04,0,"Prices on website are inaccurate--sashimi lunch is $14.99, not $9.50."
135DbbQnr3BEkQbBzZ9T1A,O1ird5yRyuDFnOmYu90OoA,2015,09,05,0,"Nice al fresco dining."
135DbbQnr3BEkQbBzZ9T1A,Cf0iV72DTqR0ggBje2d0sg,2015,02,26,0,"Great drinks--meant to try a pastry but forgot. Oh, well--good excuse to return!"
135DbbQnr3BEkQbBzZ9T1A,04kZ5CSh6oKhI5huU5bLdg,2015,02,13,0,"Overpriced unless you're on an expense account or it's happy hour."
135DbbQnr3BEkQbBzZ9T1A,Fozo0B-y42EhRMomR0K5vQ,2015,05,01,0,"Waffles--they're what's for dessert!"
135DbbQnr3BEkQbBzZ9T1A,kwMJ4KfhEcrk9jiMe-S6wQ,2014,12,13,0,"Pizza quite good--similar to Proper downtown, but the gelato is money!"
135DbbQnr3BEkQbBzZ9T1A,7aZf5c1UNotq4MabBXMZLA,2016,06,05,0,"No lunch specials on Sun."
135DbbQnr3BEkQbBzZ9T1A,wY3dlpLa0BHfDENYAPYuZA,2014,12,16,0,"Scrumptious truffled mac and cheese!"
135DbbQnr3BEkQbBzZ9T1A,S8urdN6ACnRQUm-7o9An8w,2016,06,19,0,"Subdued but tasteful decor and service, and delicious food (if a bit overpriced)."
5Q-gQdK0kiK7GF905w8tMw,CK-Gv3vqIlWOrKP4fhT8_g,2011,11,05,0,"Beer!"
5Q-gQdK0kiK7GF905w8tMw,CK-Gv3vqIlWOrKP4fhT8_g,2011,12,31,0,"Kicking off the new year right ..."
tOMztypmq06beq-zncxjiw,04kZ5CSh6oKhI5huU5bLdg,2012,05,14,0,"Nothing like a rude bartender to make the night."
baxEwjd4k5V5LdvMXoT71Q,nlVjdQq9FzdQ3bfy-8y80g,2012,10,20,0,"Awsome!!!!"
5JVY32_bmTBfIGpCCsnAfw,ehaoreB8IzKY8KvRGqxcUA,2016,01,02,0,"The portions are huge but they have take home boxes."
5JVY32_bmTBfIGpCCsnAfw,1dYpffQi3qdh-dkXF4LZBw,2014,07,12,0,"Make sure you have a milkshake!"
5JVY32_bmTBfIGpCCsnAfw,1dYpffQi3qdh-dkXF4LZBw,2014,11,25,0,"Make sure you save room for a milkshake!"
5JVY32_bmTBfIGpCCsnAfw,1dYpffQi3qdh-dkXF4LZBw,2015,01,20,0,"Don't leave without having a milkshake!"
g23xx_BkRti4H-zmbhnEKg,nlVjdQq9FzdQ3bfy-8y80g,2013,08,18,0,"Vickie's jumpot is everything you could want in a breakfast."
g23xx_BkRti4H-zmbhnEKg,nlVjdQq9FzdQ3bfy-8y80g,2013,10,12,0,"Try the special for today, the Pumpkin French Toast!"
g23xx_BkRti4H-zmbhnEKg,VxRlBe2wjtycFWSZm1orTA,2016,12,21,0,"You need to try the arancini ... omg so cheesy and delicious!"
g23xx_BkRti4H-zmbhnEKg,CZKkoMlqu0N0zCFK-3T_Fg,2013,06,13,0,"These are not dinner rolls... they're like a bite of happiness!"
_7zgzdB1Qog-HUWQdbH0pw,VBhPgceaKWOXT71d3Jp38w,2011,09,16,0,"Martins birthday!!!!"
JE2qFjL4BaUbiI-cT5MSBw,hDD6-yk1yuuRIvfdtHsISg,2012,05,12,0,"Reservations recommended on weekends"
JE2qFjL4BaUbiI-cT5MSBw,gHngt6zpP683GKe1i23LUg,2012,04,08,0,"Easter dinner"
nOcP-0PIg4REFX4JeR49aw,nlVjdQq9FzdQ3bfy-8y80g,2012,06,01,0,"Good call coming on a weekday. Not crowded at all!"
nOcP-0PIg4REFX4JeR49aw,nlVjdQq9FzdQ3bfy-8y80g,2012,06,01,0,"Good place, good people. And i do NOT say that often!  Bonus points: Restroom very clean!"
