business_id,attribute,value
aWYWNfHuQJyRwDHaHq8X1w,RestaurantsDelivery,"False"
aWYWNfHuQJyRwDHaHq8X1w,RestaurantsGoodForGroups,"True"
aWYWNfHuQJyRwDHaHq8X1w,RestaurantsPriceRange2,"2"
aWYWNfHuQJyRwDHaHq8X1w,RestaurantsReservations,"False"
aWYWNfHuQJyRwDHaHq8X1w,RestaurantsTableService,"True"
aWYWNfHuQJyRwDHaHq8X1w,RestaurantsTakeOut,"True"
aWYWNfHuQJyRwDHaHq8X1w,WheelchairAccessible,"True"
aWYWNfHuQJyRwDHaHq8X1w,WiFi,"free"
jmyvOW6G2T1fIePvajB4nQ,Alcohol,"full_bar"
jmyvOW6G2T1fIePvajB4nQ,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
jmyvOW6G2T1fIePvajB4nQ,BYOBCorkage,"yes_free"
jmyvOW6G2T1fIePvajB4nQ,BikeParking,"True"
jmyvOW6G2T1fIePvajB4nQ,BusinessAcceptsCreditCards,"True"
jmyvOW6G2T1fIePvajB4nQ,BusinessParking,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"
jmyvOW6G2T1fIePvajB4nQ,Caters,"True"
jmyvOW6G2T1fIePvajB4nQ,Corkage,"False"
jmyvOW6G2T1fIePvajB4nQ,GoodForKids,"True"
jmyvOW6G2T1fIePvajB4nQ,GoodForMeal,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
jmyvOW6G2T1fIePvajB4nQ,HasTV,"True"
jmyvOW6G2T1fIePvajB4nQ,NoiseLevel,"average"
jmyvOW6G2T1fIePvajB4nQ,OutdoorSeating,"False"
jmyvOW6G2T1fIePvajB4nQ,RestaurantsAttire,"casual"
jmyvOW6G2T1fIePvajB4nQ,RestaurantsDelivery,"False"
jmyvOW6G2T1fIePvajB4nQ,RestaurantsGoodForGroups,"True"
jmyvOW6G2T1fIePvajB4nQ,RestaurantsPriceRange2,"2"
jmyvOW6G2T1fIePvajB4nQ,RestaurantsReservations,"True"
jmyvOW6G2T1fIePvajB4nQ,RestaurantsTableService,"True"
jmyvOW6G2T1fIePvajB4nQ,RestaurantsTakeOut,"True"
jmyvOW6G2T1fIePvajB4nQ,WheelchairAccessible,"True"
jmyvOW6G2T1fIePvajB4nQ,WiFi,"no"
kHpXJ2vciumu2KhNHg0hYA,Alcohol,"full_bar"
kHpXJ2vciumu2KhNHg0hYA,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
kHpXJ2vciumu2KhNHg0hYA,BestNights,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"
kHpXJ2vciumu2KhNHg0hYA,BikeParking,"True"
kHpXJ2vciumu2KhNHg0hYA,BusinessAcceptsCreditCards,"True"
kHpXJ2vciumu2KhNHg0hYA,BusinessParking,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"
kHpXJ2vciumu2KhNHg0hYA,Caters,"True"
kHpXJ2vciumu2KhNHg0hYA,CoatCheck,"False"
kHpXJ2vciumu2KhNHg0hYA,GoodForDancing,"False"
kHpXJ2vciumu2KhNHg0hYA,GoodForKids,"False"
kHpXJ2vciumu2KhNHg0hYA,GoodForMeal,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
kHpXJ2vciumu2KhNHg0hYA,HappyHour,"True"
kHpXJ2vciumu2KhNHg0hYA,HasTV,"True"
kHpXJ2vciumu2KhNHg0hYA,Music,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"
kHpXJ2vciumu2KhNHg0hYA,NoiseLevel,"average"
kHpXJ2vciumu2KhNHg0hYA,OutdoorSeating,"True"
kHpXJ2vciumu2KhNHg0hYA,RestaurantsAttire,"casual"
kHpXJ2vciumu2KhNHg0hYA,RestaurantsDelivery,"False"
kHpXJ2vciumu2KhNHg0hYA,RestaurantsGoodForGroups,"True"
kHpXJ2vciumu2KhNHg0hYA,RestaurantsPriceRange2,"2"
kHpXJ2vciumu2KhNHg0hYA,RestaurantsReservations,"True"
kHpXJ2vciumu2KhNHg0hYA,RestaurantsTableService,"True"
kHpXJ2vciumu2KhNHg0hYA,RestaurantsTakeOut,"True"
kHpXJ2vciumu2KhNHg0hYA,Smoking,"no"
kHpXJ2vciumu2KhNHg0hYA,WheelchairAccessible,"True"
kHpXJ2vciumu2KhNHg0hYA,WiFi,"no"
y_3IkHGoSkZlAqdkrMG-1w,BusinessAcceptsBitcoin,"False"
y_3IkHGoSkZlAqdkrMG-1w,BusinessAcceptsCreditCards,"True"
y_3IkHGoSkZlAqdkrMG-1w,GoodForKids,"False"
y_3IkHGoSkZlAqdkrMG-1w,RestaurantsPriceRange2,"1"
y_3IkHGoSkZlAqdkrMG-1w,WiFi,"free"
WOd8tWsh2Yt_osHv-ngx_w,Alcohol,"full_bar"
WOd8tWsh2Yt_osHv-ngx_w,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
WOd8tWsh2Yt_osHv-ngx_w,BikeParking,"True"
WOd8tWsh2Yt_osHv-ngx_w,BusinessAcceptsCreditCards,"True"
WOd8tWsh2Yt_osHv-ngx_w,BusinessParking,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"
WOd8tWsh2Yt_osHv-ngx_w,Caters,"False"
WOd8tWsh2Yt_osHv-ngx_w,DogsAllowed,"False"
WOd8tWsh2Yt_osHv-ngx_w,DriveThru,"False"
WOd8tWsh2Yt_osHv-ngx_w,GoodForKids,"True"
WOd8tWsh2Yt_osHv-ngx_w,GoodForMeal,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"
WOd8tWsh2Yt_osHv-ngx_w,HasTV,"True"
WOd8tWsh2Yt_osHv-ngx_w,NoiseLevel,"average"
WOd8tWsh2Yt_osHv-ngx_w,OutdoorSeating,"True"
WOd8tWsh2Yt_osHv-ngx_w,RestaurantsAttire,"casual"
WOd8tWsh2Yt_osHv-ngx_w,RestaurantsDelivery,"False"
WOd8tWsh2Yt_osHv-ngx_w,RestaurantsGoodForGroups,"True"
WOd8tWsh2Yt_osHv-ngx_w,RestaurantsPriceRange2,"2"
WOd8tWsh2Yt_osHv-ngx_w,RestaurantsReservations,"True"
WOd8tWsh2Yt_osHv-ngx_w,RestaurantsTableService,"True"
WOd8tWsh2Yt_osHv-ngx_w,RestaurantsTakeOut,"True"
WOd8tWsh2Yt_osHv-ngx_w,WheelchairAccessible,"True"
WOd8tWsh2Yt_osHv-ngx_w,WiFi,"free"
tNJkfAMdwznUX4l31cgq4Q,BusinessAcceptsCreditCards,"True"
tNJkfAMdwznUX4l31cgq4Q,DogsAllowed,"False"
tNJkfAMdwznUX4l31cgq4Q,RestaurantsPriceRange2,"2"
tNJkfAMdwznUX4l31cgq4Q,WiFi,"free"
F80c5w4dUF1QoFcJG4JrmQ,Alcohol,"full_bar"
F80c5w4dUF1QoFcJG4JrmQ,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
F80c5w4dUF1QoFcJG4JrmQ,BikeParking,"True"
F80c5w4dUF1QoFcJG4JrmQ,BusinessAcceptsCreditCards,"True"
F80c5w4dUF1QoFcJG4JrmQ,BusinessParking,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"
F80c5w4dUF1QoFcJG4JrmQ,Caters,"True"
F80c5w4dUF1QoFcJG4JrmQ,GoodForKids,"True"
F80c5w4dUF1QoFcJG4JrmQ,GoodForMeal,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
F80c5w4dUF1QoFcJG4JrmQ,HasTV,"True"
F80c5w4dUF1QoFcJG4JrmQ,NoiseLevel,"average"
F80c5w4dUF1QoFcJG4JrmQ,OutdoorSeating,"False"
F80c5w4dUF1QoFcJG4JrmQ,RestaurantsAttire,"casual"
F80c5w4dUF1QoFcJG4JrmQ,RestaurantsDelivery,"False"
F80c5w4dUF1QoFcJG4JrmQ,RestaurantsGoodForGroups,"True"
F80c5w4dUF1QoFcJG4JrmQ,RestaurantsPriceRange2,"2"
F80c5w4dUF1QoFcJG4JrmQ,RestaurantsReservations,"True"
F80c5w4dUF1QoFcJG4JrmQ,RestaurantsTableService,"True"
F80c5w4dUF1QoFcJG4JrmQ,RestaurantsTakeOut,"True"
F80c5w4dUF1QoFcJG4JrmQ,WheelchairAccessible,"True"
F80c5w4dUF1QoFcJG4JrmQ,WiFi,"free"
RVTxiiWQwmeSJonJgYwwWg,BikeParking,"True"
RVTxiiWQwmeSJonJgYwwWg,BusinessAcceptsCreditCards,"True"
RVTxiiWQwmeSJonJgYwwWg,BusinessParking,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"
RVTxiiWQwmeSJonJgYwwWg,ByAppointmentOnly,"False"
RVTxiiWQwmeSJonJgYwwWg,RestaurantsPriceRange2,"2"
Kuv-QSWUtOm5IjAxcFMl8A,Alcohol,"none"
Kuv-QSWUtOm5IjAxcFMl8A,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
Kuv-QSWUtOm5IjAxcFMl8A,BikeParking,"True"
Kuv-QSWUtOm5IjAxcFMl8A,BusinessAcceptsCreditCards,"True"
Kuv-QSWUtOm5IjAxcFMl8A,BusinessParking,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"
Kuv-QSWUtOm5IjAxcFMl8A,Caters,"True"
Kuv-QSWUtOm5IjAxcFMl8A,GoodForKids,"True"
Kuv-QSWUtOm5IjAxcFMl8A,GoodForMeal,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
Kuv-QSWUtOm5IjAxcFMl8A,HasTV,"False"
Kuv-QSWUtOm5IjAxcFMl8A,NoiseLevel,"average"
Kuv-QSWUtOm5IjAxcFMl8A,OutdoorSeating,"True"
Kuv-QSWUtOm5IjAxcFMl8A,RestaurantsAttire,"casual"
Kuv-QSWUtOm5IjAxcFMl8A,RestaurantsDelivery,"False"
Kuv-QSWUtOm5IjAxcFMl8A,RestaurantsGoodForGroups,"True"
Kuv-QSWUtOm5IjAxcFMl8A,RestaurantsPriceRange2,"2"
Kuv-QSWUtOm5IjAxcFMl8A,RestaurantsReservations,"False"
Kuv-QSWUtOm5IjAxcFMl8A,RestaurantsTableService,"False"
Kuv-QSWUtOm5IjAxcFMl8A,RestaurantsTakeOut,"True"
Kuv-QSWUtOm5IjAxcFMl8A,WiFi,"free"
AZQKMMvX9m1-uTdLPMzK3g,Alcohol,"full_bar"
AZQKMMvX9m1-uTdLPMzK3g,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
AZQKMMvX9m1-uTdLPMzK3g,BestNights,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"
AZQKMMvX9m1-uTdLPMzK3g,BikeParking,"True"
AZQKMMvX9m1-uTdLPMzK3g,BusinessAcceptsCreditCards,"True"
AZQKMMvX9m1-uTdLPMzK3g,BusinessParking,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"
AZQKMMvX9m1-uTdLPMzK3g,Caters,"False"
AZQKMMvX9m1-uTdLPMzK3g,CoatCheck,"False"
AZQKMMvX9m1-uTdLPMzK3g,DogsAllowed,"True"
AZQKMMvX9m1-uTdLPMzK3g,GoodForDancing,"False"
AZQKMMvX9m1-uTdLPMzK3g,GoodForKids,"True"
AZQKMMvX9m1-uTdLPMzK3g,GoodForMeal,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
AZQKMMvX9m1-uTdLPMzK3g,HappyHour,"True"
AZQKMMvX9m1-uTdLPMzK3g,HasTV,"True"
AZQKMMvX9m1-uTdLPMzK3g,Music,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"
AZQKMMvX9m1-uTdLPMzK3g,NoiseLevel,"average"
AZQKMMvX9m1-uTdLPMzK3g,OutdoorSeating,"True"
AZQKMMvX9m1-uTdLPMzK3g,RestaurantsAttire,"casual"
AZQKMMvX9m1-uTdLPMzK3g,RestaurantsDelivery,"True"
AZQKMMvX9m1-uTdLPMzK3g,RestaurantsGoodForGroups,"True"
AZQKMMvX9m1-uTdLPMzK3g,RestaurantsPriceRange2,"2"
AZQKMMvX9m1-uTdLPMzK3g,RestaurantsReservations,"True"
AZQKMMvX9m1-uTdLPMzK3g,RestaurantsTableService,"True"
AZQKMMvX9m1-uTdLPMzK3g,RestaurantsTakeOut,"True"
AZQKMMvX9m1-uTdLPMzK3g,Smoking,"outdoor"
AZQKMMvX9m1-uTdLPMzK3g,WheelchairAccessible,"True"
AZQKMMvX9m1-uTdLPMzK3g,WiFi,"free"
JR2ma-JU1CO_xVD_p5-RPw,Alcohol,"full_bar"
JR2ma-JU1CO_xVD_p5-RPw,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
JR2ma-JU1CO_xVD_p5-RPw,BYOB,"False"
JR2ma-JU1CO_xVD_p5-RPw,BYOBCorkage,"no"
JR2ma-JU1CO_xVD_p5-RPw,BikeParking,"True"
JR2ma-JU1CO_xVD_p5-RPw,BusinessAcceptsCreditCards,"True"
JR2ma-JU1CO_xVD_p5-RPw,BusinessParking,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"
JR2ma-JU1CO_xVD_p5-RPw,Caters,"False"
JR2ma-JU1CO_xVD_p5-RPw,GoodForKids,"True"
JR2ma-JU1CO_xVD_p5-RPw,GoodForMeal,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
JR2ma-JU1CO_xVD_p5-RPw,HasTV,"True"
JR2ma-JU1CO_xVD_p5-RPw,NoiseLevel,"average"
JR2ma-JU1CO_xVD_p5-RPw,OutdoorSeating,"True"
JR2ma-JU1CO_xVD_p5-RPw,RestaurantsAttire,"casual"
JR2ma-JU1CO_xVD_p5-RPw,RestaurantsDelivery,"False"
JR2ma-JU1CO_xVD_p5-RPw,RestaurantsGoodForGroups,"True"
JR2ma-JU1CO_xVD_p5-RPw,RestaurantsPriceRange2,"2"
JR2ma-JU1CO_xVD_p5-RPw,RestaurantsReservations,"True"
JR2ma-JU1CO_xVD_p5-RPw,RestaurantsTableService,"True"
JR2ma-JU1CO_xVD_p5-RPw,RestaurantsTakeOut,"True"
JR2ma-JU1CO_xVD_p5-RPw,WheelchairAccessible,"True"
JR2ma-JU1CO_xVD_p5-RPw,WiFi,"no"
YQFcxE9UXrKc-QuTUu7twQ,Alcohol,"full_bar"
YQFcxE9UXrKc-QuTUu7twQ,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
YQFcxE9UXrKc-QuTUu7twQ,BestNights,"{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"
YQFcxE9UXrKc-QuTUu7twQ,BikeParking,"True"
YQFcxE9UXrKc-QuTUu7twQ,BusinessAcceptsCreditCards,"True"
YQFcxE9UXrKc-QuTUu7twQ,BusinessParking,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"
YQFcxE9UXrKc-QuTUu7twQ,Caters,"True"
YQFcxE9UXrKc-QuTUu7twQ,CoatCheck,"False"
YQFcxE9UXrKc-QuTUu7twQ,GoodForDancing,"False"
YQFcxE9UXrKc-QuTUu7twQ,GoodForKids,"False"
YQFcxE9UXrKc-QuTUu7twQ,GoodForMeal,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
YQFcxE9UXrKc-QuTUu7twQ,HappyHour,"True"
YQFcxE9UXrKc-QuTUu7twQ,HasTV,"True"
YQFcxE9UXrKc-QuTUu7twQ,Music,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': True}"
YQFcxE9UXrKc-QuTUu7twQ,NoiseLevel,"average"
YQFcxE9UXrKc-QuTUu7twQ,OutdoorSeating,"True"
YQFcxE9UXrKc-QuTUu7twQ,RestaurantsAttire,"casual"
YQFcxE9UXrKc-QuTUu7twQ,RestaurantsDelivery,"False"
YQFcxE9UXrKc-QuTUu7twQ,RestaurantsGoodForGroups,"True"
YQFcxE9UXrKc-QuTUu7twQ,RestaurantsPriceRange2,"2"
YQFcxE9UXrKc-QuTUu7twQ,RestaurantsReservations,"True"
YQFcxE9UXrKc-QuTUu7twQ,RestaurantsTableService,"True"
YQFcxE9UXrKc-QuTUu7twQ,RestaurantsTakeOut,"True"
YQFcxE9UXrKc-QuTUu7twQ,Smoking,"outdoor"
YQFcxE9UXrKc-QuTUu7twQ,WheelchairAccessible,"True"
YQFcxE9UXrKc-QuTUu7twQ,WiFi,"free"
A6qvHu4tVEKzwjZjWSCeRQ,GoodForKids,"True"
5pMNyj77S1P3rrT69y1pkQ,Alcohol,"beer_and_wine"
5pMNyj77S1P3rrT69y1pkQ,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
5pMNyj77S1P3rrT69y1pkQ,BikeParking,"True"
5pMNyj77S1P3rrT69y1pkQ,BusinessAcceptsCreditCards,"True"
5pMNyj77S1P3rrT69y1pkQ,BusinessParking,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"
5pMNyj77S1P3rrT69y1pkQ,Caters,"True"
5pMNyj77S1P3rrT69y1pkQ,DogsAllowed,"False"
5pMNyj77S1P3rrT69y1pkQ,GoodForKids,"True"
5pMNyj77S1P3rrT69y1pkQ,HasTV,"True"
5pMNyj77S1P3rrT69y1pkQ,NoiseLevel,"average"
5pMNyj77S1P3rrT69y1pkQ,OutdoorSeating,"True"
5pMNyj77S1P3rrT69y1pkQ,RestaurantsAttire,"casual"
5pMNyj77S1P3rrT69y1pkQ,RestaurantsDelivery,"True"
5pMNyj77S1P3rrT69y1pkQ,RestaurantsGoodForGroups,"True"
5pMNyj77S1P3rrT69y1pkQ,RestaurantsPriceRange2,"1"
5pMNyj77S1P3rrT69y1pkQ,RestaurantsReservations,"False"
5pMNyj77S1P3rrT69y1pkQ,RestaurantsTableService,"False"
5pMNyj77S1P3rrT69y1pkQ,RestaurantsTakeOut,"True"
5pMNyj77S1P3rrT69y1pkQ,WheelchairAccessible,"True"
5pMNyj77S1P3rrT69y1pkQ,WiFi,"no"
5pMNyj77S1P3rrT69y1pkQ,GoodForMeal,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
BkIZ8UDA23qxnp_kR1Sv8Q,Alcohol,"full_bar"
BkIZ8UDA23qxnp_kR1Sv8Q,BikeParking,"False"
BkIZ8UDA23qxnp_kR1Sv8Q,BusinessAcceptsCreditCards,"True"
BkIZ8UDA23qxnp_kR1Sv8Q,BusinessParking,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"
BkIZ8UDA23qxnp_kR1Sv8Q,Caters,"False"
BkIZ8UDA23qxnp_kR1Sv8Q,DogsAllowed,"False"
BkIZ8UDA23qxnp_kR1Sv8Q,DriveThru,"False"
BkIZ8UDA23qxnp_kR1Sv8Q,GoodForKids,"True"
BkIZ8UDA23qxnp_kR1Sv8Q,GoodForMeal,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"
BkIZ8UDA23qxnp_kR1Sv8Q,HasTV,"True"
BkIZ8UDA23qxnp_kR1Sv8Q,NoiseLevel,"average"
BkIZ8UDA23qxnp_kR1Sv8Q,OutdoorSeating,"True"
BkIZ8UDA23qxnp_kR1Sv8Q,RestaurantsAttire,"casual"
BkIZ8UDA23qxnp_kR1Sv8Q,RestaurantsDelivery,"False"
BkIZ8UDA23qxnp_kR1Sv8Q,RestaurantsGoodForGroups,"True"
BkIZ8UDA23qxnp_kR1Sv8Q,RestaurantsPriceRange2,"2"
BkIZ8UDA23qxnp_kR1Sv8Q,RestaurantsReservations,"False"
BkIZ8UDA23qxnp_kR1Sv8Q,RestaurantsTableService,"True"
BkIZ8UDA23qxnp_kR1Sv8Q,RestaurantsTakeOut,"True"
BkIZ8UDA23qxnp_kR1Sv8Q,WheelchairAccessible,"True"
BkIZ8UDA23qxnp_kR1Sv8Q,WiFi,"free"
BkIZ8UDA23qxnp_kR1Sv8Q,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': True}"
q10IXjtZqao66bVtPExTXw,BusinessAcceptsCreditCards,"True"
q10IXjtZqao66bVtPExTXw,ByAppointmentOnly,"True"
ZPAkg2phFo_p3U-QjvHVPw,Alcohol,"beer_and_wine"
ZPAkg2phFo_p3U-QjvHVPw,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"
ZPAkg2phFo_p3U-QjvHVPw,BikeParking,"True"
ZPAkg2phFo_p3U-QjvHVPw,BusinessAcceptsCreditCards,"True"
ZPAkg2phFo_p3U-QjvHVPw,BusinessParking,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"
ZPAkg2phFo_p3U-QjvHVPw,Caters,"False"
ZPAkg2phFo_p3U-QjvHVPw,GoodForKids,"True"
ZPAkg2phFo_p3U-QjvHVPw,GoodForMeal,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
ZPAkg2phFo_p3U-QjvHVPw,HasTV,"False"
ZPAkg2phFo_p3U-QjvHVPw,NoiseLevel,"average"
ZPAkg2phFo_p3U-QjvHVPw,OutdoorSeating,"False"
ZPAkg2phFo_p3U-QjvHVPw,RestaurantsAttire,"casual"
ZPAkg2phFo_p3U-QjvHVPw,RestaurantsDelivery,"False"
ZPAkg2phFo_p3U-QjvHVPw,RestaurantsGoodForGroups,"True"
ZPAkg2phFo_p3U-QjvHVPw,RestaurantsPriceRange2,"2"
ZPAkg2phFo_p3U-QjvHVPw,RestaurantsReservations,"False"
ZPAkg2phFo_p3U-QjvHVPw,RestaurantsTableService,"True"
ZPAkg2phFo_p3U-QjvHVPw,RestaurantsTakeOut,"True"
ZPAkg2phFo_p3U-QjvHVPw,WheelchairAccessible,"True"
ZPAkg2phFo_p3U-QjvHVPw,WiFi,"no"
iPPzDL_oY8SJCjmycuXcVg,Alcohol,"full_bar"
iPPzDL_oY8SJCjmycuXcVg,Ambience,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"
iPPzDL_oY8SJCjmycuXcVg,BikeParking,"True"
iPPzDL_oY8SJCjmycuXcVg,BusinessAcceptsBitcoin,"False"
iPPzDL_oY8SJCjmycuXcVg,BusinessAcceptsCreditCards,"True"
iPPzDL_oY8SJCjmycuXcVg,BusinessParking,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"
iPPzDL_oY8SJCjmycuXcVg,ByAppointmentOnly,"False"
iPPzDL_oY8SJCjmycuXcVg,Caters,"True"
iPPzDL_oY8SJCjmycuXcVg,DogsAllowed,"True"
iPPzDL_oY8SJCjmycuXcVg,GoodForKids,"True"
iPPzDL_oY8SJCjmycuXcVg,HasTV,"True"
iPPzDL_oY8SJCjmycuXcVg,NoiseLevel,"very_loud"
iPPzDL_oY8SJCjmycuXcVg,OutdoorSeating,"True"
iPPzDL_oY8SJCjmycuXcVg,RestaurantsAttire,"casual"
iPPzDL_oY8SJCjmycuXcVg,RestaurantsDelivery,"False"
iPPzDL_oY8SJCjmycuXcVg,RestaurantsGoodForGroups,"True"
iPPzDL_oY8SJCjmycuXcVg,RestaurantsPriceRange2,"2"
