business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,Mon,Tue,Wed,Thu,Fri,Sat,Sun
M10n-ivjDkkdLaxIYNafFQ,"Queen City Q","First Ward","225 E 6th St, Ste A",Charlotte,NC,28202,35.2274621,-80.8388937,3.5,271,1,11-12,11-12,11-12,11-12,11-12,11-12,11-12
CElwRv4CtK56NljAuCwepw,"Babbo Italian Eatery","","6855 N 16th St",Phoenix,AZ,85016,33.537514,-112.047195,4.0,232,1,11-21,11-21,11-21,11-21,11-22,11-22,11-21
A7jbtXYFAZhErOW7xIQinA,"Mother's Korean Grill","Chinatown","4215 Spring Mountain Rd",Las Vegas,NV,89102,36.1253808,-115.1959803,3.0,263,1,9-2,9-2,9-2,9-2,9-2,9-2,9-2
uE1sIGWRJwpLPN858FRPRw,"Hershey's Chocolate World","The Strip","New York New York Hotel & Casino, 3790 Las Vegas Blvd S",Las Vegas,NV,89109,36.102415,-115.174568,3.5,236,1,9-23,9-23,9-23,9-23,9-0,9-0,9-23
qxlZ-hy9MIses8t65uDkkA,"The Saguaro Scottsdale","","4000 N Drinkwater Blvd",Scottsdale,AZ,85251,33.4941213,-111.9227616,3.5,238,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
hHe1mFDxxrtejXHfiysJJg,"The Melting Pot","Westside","8704 W Charleston Blvd",Las Vegas,NV,89117,36.1595314696,-115.285329107,4.0,211,1,17-22,17-22,17-22,17-22,17-23,16-23,12-21
tnG4_L5bZiffTbaFru9EBg,"Princess Mediterranean Market & Deli","","2620 W Broadway Rd",Mesa,AZ,85202,33.407997,-111.887898,4.5,241,1,9-20,9-20,9-20,9-20,9-20,10-20,10-19
yF-KH1l-rLVJaON8gfpyig,"Red Robin Gourmet Burgers","","1300 W Sunset Rd, Ste 2545",Henderson,NV,89014,36.0667426618,-115.041837209,3.0,213,1,11-22,11-22,11-22,11-22,11-22,11-22,11-20
LI9sVHgnX-DzFyvWmPDRgA,"Guru Lukshmi- Authentic South Indian Cuisine","Meadowvale Village","7070 Saint Barbara Boulevard, Unit 45",Mississauga,ON,L5W 0E6,43.638828,-79.716706,4.0,229,1,12-15,12-15,17-22,12-15,17-22,17-22,17-22
F-PmkzyN80fVcNMN8Z2aiw,"Z'Tejas Southwestern Grill","","10625 N Tatum Blvd",Phoenix,AZ,85028,33.5834449,-111.9770187,3.5,220,1,11-22,11-22,11-22,11-22,11-23,10-23,10-21
6Wc5DPXGudcNi2XK7QfQtA,"Canyon Cafe","","455 N 3rd St, Ste 114",Phoenix,AZ,85004,33.4521542,-112.0686202,3.5,290,1,11-21,11-22,11-22,11-22,11-22,11-22,11-21
1dYpffQi3qdh-dkXF4LZBw,"Burgatory","Homestead","299 W Bridge St",Homestead,PA,15120,40.4071527935,-79.9177637822,4.0,215,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
bRntmjztJ4dFDA_LYiEECw,"Snakes & Lattes Annex","Koreatown","600 Bloor Street W",Toronto,ON,M6G 1K4,43.6648328,-79.413156,4.0,273,1,11-0,11-0,11-0,11-1,11-2,11-2,11-0
h4Q-uSoOIhMoIsOhat6l3A,"Casa Don Juan  - Summerlin","Summerlin","1780 N Buffalo Dr",Las Vegas,NV,89128,36.1914358127,-115.259783083,4.0,226,1,9-22,9-22,9-22,9-22,9-22,9-22,9-22
xxo0GsAFxQzUGStmCG6jWw,"Genghis Grill","","2000 E Rio Salado Pkwy, Ste 1151",Tempe,AZ,85281,33.4324152,-111.9052063,3.5,284,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
nFR7dDedxRuBeZz_6Cdalg,"Cantina Laredo","","7361 E Frank Lloyd Wright Blvd",Scottsdale,AZ,85260,33.6368494,-111.9217185,3.5,240,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
BKLWat64KRYzsT2DgY6Xxg,"Jarling's","","309 W Kirby Ave",Champaign,IL,61820,40.0977213,-88.2477415,4.0,207,1,12-22,12-22,12-22,12-22,12-22,12-22,12-22
zMnojW6x-1-nVu0uCd60Ew,"Whiskey Warehouse","","1221 The Plz",Charlotte,NC,28203,35.2191789,-80.811155,3.5,206,1,11-2,11-2,11-2,11-2,11-2,11-2,11-2
1WBVqmo7tgF0z0eGf4fPhQ,"Pasta Idea","Summerlin","7668 W Lake Mead Blvd, Unit 107",Las Vegas,NV,89128,36.1969444,-115.2621175,4.5,224,1,11-21,11-21,11-21,11-21,11-21,11-21,11-20
Dqzkdf0sz8lm9AFjfsDmIw,"The Keg Steakhouse + Bar","","23 S McClintock Dr",Tempe,AZ,85281,33.4325515877,-111.907124519,4.0,254,1,16-23,16-23,16-23,16-23,16-23,16-23,16-22
3QQEc5QUP-h6LCkUZQEYQw,"Santisi Brothers","","2710 W Bell Rd, Ste 1115",Phoenix,AZ,85053,33.6416138361,-112.117387241,4.0,295,1,14-0,14-0,14-0,14-2,11-2,11-2,11-0
nkHaix6KenApS8M-liZsCQ,"Christopher's and Crush Lounge","","2502 E Camelback Rd, Ste 102",Phoenix,AZ,85016,33.511417,-112.02855,4.0,259,1,11-0,11-1,11-1,11-1,11-1,11-1,12-21
fqBnZxSkG287OOyU9LvTig,"Bar Hop","Entertainment District","391 King Street W",Toronto,ON,M5V 1K1,43.6456333,-79.3935433,4.0,230,1,12-2,12-2,12-2,12-2,12-2,12-2,12-2
NgDyxaeItFSInv7J5paGLQ,"The Kettle Black Kitchen & Pub","","1 N 1st St, Ste 108",Phoenix,AZ,85004,33.4485961,-112.0721686,4.5,228,1,11-2,11-2,11-2,11-2,11-2,11-2,11-2
8nNB_yG1gzVpbqNH2EBucg,"Z'Tejas","","7221 W Ray Rd",Chandler,AZ,85226,33.319228,-111.967855,3.5,263,1,11-22,11-22,11-22,11-22,11-23,10-23,10-21
ebEP_MZngIWKH0Ixobcqhg,"Sunset Park","Southeast","2601 E Sunset Rd",Las Vegas,NV,89120,36.0681973,-115.1122712,4.0,206,1,6-23,6-23,6-23,6-23,6-23,6-23,6-23
M-SS_Kr0zlC7v8kBSRa74g,"Hokaido Sushi","Spring Valley","6015 S Fort Apache Rd, Ste 150",Las Vegas,NV,89148,36.0789703,-115.298266,4.0,259,1,11-0,11-0,11-0,11-0,11-1,11-1,11-23
gHngt6zpP683GKe1i23LUg,"Grand Concourse","South Side","100 West Station Square Dr",Pittsburgh,PA,15219,40.433077,-80.003773,3.5,280,1,11-22,11-22,11-22,11-22,11-23,11-23,9-21
KhWl4Mwhm_Oqq0zIIz-0wQ,"Carnival World & Seafood Buffet","","Rio All-Suite Hotel & Casino, 3700 W Flamingo Road",Las Vegas,NV,89103,36.1178127431,-115.187409811,2.5,255,1,8-22,8-22,8-22,8-22,8-22,8-22,8-22
fUKi8LlQhzsGntuZjfvLWg,"Rice Republic","South Summerlin","2120 Festival Plaza Dr",Las Vegas,NV,89135,36.1493562,-115.3332506,3.0,230,1,11-21,11-21,11-21,11-21,11-21,11-21,11-21
-_TSaVr53qiEGqMkwyEMaQ,"Parsley Modern Mediterranean","","4985 W Tropicana Ave",Las Vegas,NV,89103,36.1002691,-115.2092345,4.5,200,1,10-22,10-22,10-22,10-22,10-22,11-22,11-22
-sN_og_84rLW22CaE3cjVw,"Full House BBQ","Southeast","9890 S Maryland Pkwy, Unit D19",Las Vegas,NV,89183,36.0100493007,-115.135391635,4.0,225,1,11-21,11-21,11-21,11-21,11-21,11-21,11-21
odVKlMYqb4FHJXManv-VRA,"Grabbagreen","","15689 N Hayden Rd",Scottsdale,AZ,85260,33.6281331589,-111.891825438,4.0,218,1,7-21,7-21,7-21,7-21,7-21,7-21,9-21
_y1Et7f4NE6D1P1GzphlIw,"Blaze Fast-Fire'd Pizza","Centennial","6211 N Decatur Blvd",Las Vegas,NV,89130,36.2717805646,-115.207198266,4.5,259,1,11-22,11-22,11-22,11-22,11-22,11-22,11-22
fUEHk00pkkuXaGdHQa2eKg,"BMW North Scottsdale","","18018 N. Scottsdale Road",Phoenix,AZ,85054,33.6489195,-111.9264039,4.0,209,1,8-20,8-20,8-20,8-20,8-20,9-18,11-17
2s2ww6WaulfOEI16s1uyDg,"Cafe Darak","Spring Valley","8665 W Flamingo Rd, Ste 105",Las Vegas,NV,89147,36.1145216983,-115.281079035,4.0,265,1,12-2,12-2,12-2,12-2,12-2,12-2,12-2
fbLYRHIZAt3q839whhaBUg,"Oregano's Pizza Bistro","","4602 E Cactus Rd",Phoenix,AZ,85032,33.5996610763,-111.98229337,3.5,210,1,11-22,11-22,11-22,11-22,11-22,11-22,11-22
M5gj8a6Qtjy06lh3L5zUqA,"Royal Palms Resort and Spa, in the Unbound Collection by Hyatt","","5200 E Camelback Rd",Phoenix,AZ,85018,33.5050197247,-111.968799412,4.5,205,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
qiRyyRWt6jmAxcoVW0-WHA,"Heart Sushi","East Credit","815 Britannia Road W, Unit 2",Mississauga,ON,L5V 2X8,43.6105329658,-79.6984212268,3.5,239,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
hCsJv234v62MgdsUU1j8dQ,"Big Sur Oyster Bar","Southeast","South Point Hotel & Casino, 9777 S Las Vegas Blvd",Las Vegas,NV,89183,36.0121912,-115.1739932,3.5,203,1,12-0,12-0,12-0,12-0,12-0,11-0,11-0
Ffhe2cmRyloz3CCdRGvHtA,"Earl of Sandwich","","Palms Casino Resort, 4321 W. Flamingo Rd",Las Vegas,NV,89103,36.114345,-115.195589,4.0,204,1,6-0,6-0,6-0,6-0,6-1,6-1,6-22
WmLTIN4qzZ8SjpPxsPH27Q,"Windy City Beefs N Dogs","","7500 W Lake Mead Blvd, Ste 10",Las Vegas,NV,89128,36.1974376,-115.257775,4.5,256,1,10-20,10-20,10-20,10-20,10-20,10-20,10-18
iw9p7E4bMe1YW-APcFGjgQ,"PKWY Tavern","Spring Valley","9820 W Flamingo Rd",Las Vegas,NV,89147,36.1158076406,-115.306274197,3.0,290,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
UK2Onb024Azao0DrTHSvhg,"Yanni's Greek Grill","Southeast","9620 S Las Vegas Blvd, Ste E-7",Las Vegas,NV,89123,36.0148375673,-115.171262962,4.5,223,1,11-20,11-20,11-20,11-20,11-20,11-20,11-18
ukMx8YJRoPWv1JSJAwjuWg,"Windy City Wash and Wax","","4790 Polaris Ave",Las Vegas,NV,89103,36.1029789702,-115.185069409,4.5,249,1,7-19,7-19,7-19,7-19,7-19,7-19,7-19
QteBKpZTRa2dJ3u7MLiXww,"Los Tacos","Downtown","1710 E Charleston Blvd",Las Vegas,NV,89104,36.1584563,-115.1275613,4.0,215,1,10-22,10-22,10-22,10-22,10-22,10-22,10-22
-ipc5f0XiXwH3hbNnro54Q,"Regal Cinemas Red Rock 16 & IMAX","South Summerlin","11011 West Charleston Blvd",Las Vegas,NV,89135,36.1551327,-115.334816,4.0,207,1,11-23,11-23,11-23,11-23,11-23,11-23,11-23
npWIa3dIPEV1MTaZNq6AUA,"Firebirds Wood Fired Grill","","7716 Rea Rd",Charlotte,NC,28277,35.0620547,-80.815844,4.0,226,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
Fx5haZv9PP3E7Ljp-h7B1Q,"Eggspectation","Downtown Core","483 Bay Street",Toronto,ON,M5H 2C9,43.6532721,-79.3812455,4.0,257,1,7-16,7-16,7-16,7-16,7-16,7-17,7-17
VuCrxI61nT30OndMcrPgkA,"Sip Coffee & Beer House","","3617 N Goldwater Rd",Scottsdale,AZ,85251,33.489574,-111.926671,4.5,262,1,7-21,7-21,7-21,7-21,7-23,7-23,7-21
8B1TIuaqhaZ7QMEhDUu-Gg,"D'Lite Healthy On The Go","","1135 E Apache Blvd",Tempe,AZ,85281,33.4144553,-111.9207409,4.0,208,1,6-16,6-16,6-16,6-16,6-16,7-16,7-16
_mg5bYknpZgaWSfjQVmrJQ,"Spinato's Pizzeria","","5509 N 7th St",Phoenix,AZ,85014,33.5170064113,-112.064651345,4.0,221,1,11-21,11-21,11-21,11-21,11-22,11-22,12-20
ydqbNz2sHENV9XOElwyAYA,"Blue Adobe Grille","","10885 N Frank Lloyd Wright Blvd",Scottsdale,AZ,85259,33.5852812,-111.8347721,4.0,254,1,11-21,11-21,11-21,11-21,11-22,11-22,11-21
1WHM7EnTMSjteM9UEr86tA,"Showcase Honda","","1333 E Camelback Rd",Phoenix,AZ,85014,33.5085849,-112.052742,2.5,296,1,8-21,8-21,8-21,8-21,8-21,8-21,10-19
TLMysu1mWiLEslCBon5W1g,"Sidecar","Little Italy","577 College Street",Toronto,ON,M6G 1B2,43.6552003,-79.4130828,4.0,212,1,17-2,17-2,17-2,17-2,17-2,17-2,17-2
5j2ugUALtjsa2nkV1YGq5Q,"House Modern Sushi Restaurant","","1641 S Stapley Dr, Ste 103",Mesa,AZ,85204,33.3846485,-111.8027455,4.0,222,1,11-22,11-22,11-22,11-22,11-23,11-23,12-21
cwCLcQns_SSExsBCzWNQDA,"Phat Burrito","South End","1537 Camden Rd",Charlotte,NC,28203,35.2150212,-80.8565352,3.5,269,1,7-21,7-21,7-21,7-21,7-23,8-23,8-21
GqjC12LAufljzZmMcPSPJw,"The Gilbert House","","397 S Gilbert Rd",Gilbert,AZ,85296,33.343131,-111.789408,4.0,217,1,7-14,7-14,7-14,7-14,7-14,7-14,7-14
9Eghhu_LzEJgDKNgisf3rg,"SCADDABUSH Italian Kitchen & Bar","Downtown Core","382 Yonge Street, Unit #7",Toronto,ON,M5B 1S8,43.6592789,-79.3824692,3.5,294,1,11-1,11-1,11-1,11-2,11-2,11-2,11-1
mXyLqsbe7FT1X8ZFOP8WpQ,"Blue 32 Sports Grill","","1524 E Williams Field Rd",Gilbert,AZ,85295,33.307307,-111.7573862,4.0,277,1,11-23,11-23,11-23,11-23,11-1,11-1,11-22
axi57Y3h5c8BxM1Xyj0KBw,"Grimaldi's Coal Brick-Oven Pizza","","2168 E Williams Field Rd",Gilbert,AZ,85295,33.3095749752,-111.743795679,4.0,293,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
T1tvWywCdTv8YiK-r_roLw,"Aloha Yogurt","","219 E Baseline Rd, Ste 5",Tempe,AZ,85283,33.3777879,-111.9364361,4.5,216,1,11-23,11-23,11-23,11-23,11-0,11-0,11-23
b1WGIdd_oSwGYZtC769Shw,"Rachel's Kitchen","Centennial","7010 N Durango Dr, Ste 140",Las Vegas,NV,89149,36.2884223309,-115.286549547,4.0,268,1,7-21,7-21,7-21,7-21,7-21,7-21,7-21
bXbCGFk3ZjLcTdQQB-xPyQ,"Luciano's Ristorante Italiano","South End","1910 South Blvd",Charlotte,NC,28203,35.210707,-80.859637,4.5,216,1,11-22,11-22,11-22,11-22,11-23,11-23,11-21
rNqSjfRM09T-VOjRTAF66g,"Phoenix Palace","","2075 N Dobson Rd",Chandler,AZ,85224,33.3370652759,-111.875395511,3.5,290,1,10-22,10-22,10-22,10-22,10-22,10-22,10-22
3b14ebd1k9y7VJbp5hC0gg,"Beaudevin","","Charlotte-Douglas International Airport, 5501 R C Josh Birmingham Pkwy",Charlotte,NC,28208,35.2203324063,-80.9440162454,4.0,201,1,7-22,7-22,7-22,7-22,7-22,7-22,8-22
gGt00WW8sNY2Sop7jYa7Tw,"Bakersfield East Blvd","Dilworth","1301 East Blvd",Charlotte,NC,28203,35.202035,-80.844459,4.0,252,1,11-0,11-0,11-0,11-0,11-2,11-2,11-22
rkqTVzTkLaWSUybaWUMIdA,"Red Robin Gourmet Burgers","Southeast","9600 S. Eastern Ave",Henderson,NV,89052,36.0140052,-115.1182226,3.0,251,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
ndTgznMYNe0n26VqzecEKQ,"I Clean Carpets","","5444 E Camelback Rd",Phoenix,AZ,85018,33.5018479894,-111.964966734,5.0,275,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
wrhPNdPh0FfSv3DMS0obhw,"OdySea Aquarium","","9500 E Via De Ventura",Scottsdale,AZ,85256,33.5545531,-111.8760438,2.5,220,1,9-18,9-18,9-18,9-18,9-18,9-21,9-18
4p6Wce7Ed707QS2-yQkvZw,"Kitchen 56","","3433 N 56th St",Phoenix,AZ,85018,33.4885902682,-111.960350202,3.5,279,1,11-21,11-22,11-22,11-22,11-22,9-22,9-21
RPO5ISR18Xllgk9ahdPepA,"Tarbell's","","3213 E Camelback Rd",Phoenix,AZ,85018,33.5091275,-112.0124434,4.5,272,1,17-22,17-22,17-22,17-22,17-22,17-22,17-21
VxRlBe2wjtycFWSZm1orTA,"Piper's Pub","South Side","1828 E Carson St",Pittsburgh,PA,15203,40.4284268,-79.9794308,4.5,291,1,11-1,11-1,11-1,11-1,11-1,9-1,9-1
TyZnv8aX1OJfBKoyuYgZLQ,"The Dillinger","","1224 Arizona St",Boulder City,NV,89005,35.9783725,-114.8358396,4.0,283,1,11-22,11-22,11-22,11-22,11-22,11-22,11-22
Ipkl7KtlqxCe8bMMkwHwPQ,"50's Diner Omelet House","Eastside","3050 E Desert Inn Rd, Ste 140",Las Vegas,NV,89121,36.1305272,-115.1084585,4.0,217,1,7-21,7-21,7-21,7-21,7-21,7-21,7-15
kZspuWnM0Y-Losvk2Rl0lA,"Cous Cous Mediterranean Cafe","Downtown","450 Fremont St, Unit 123",Las Vegas,NV,89101,36.1700553894,-115.140846252,3.5,224,1,11-23,11-23,11-23,11-23,11-0,11-0,11-23
OYHpqY6-3C-wXR-uPbHhwA,"Honey Cakes Cafe","Centennial","6475 N Decatur Blvd, Ste 135",Las Vegas,NV,89131,36.2769542958,-115.207793617,3.5,214,1,8-20,8-20,8-20,8-20,8-21,8-21,8-18
DPZBuTuL7w5MVxsCEyQudQ,"Fry's Electronics","","2300 W Baseline Rd",Tempe,AZ,85283,33.3791142448,-111.971457099,2.5,211,1,9-21,9-21,9-21,9-21,9-21,9-21,9-20
VzSUgIOcyO7JmTwYDnyivQ,"Flo's","","15027 N Thompson Peak Pkwy",Scottsdale,AZ,85260,33.6211202213,-111.873951123,3.5,273,1,11-22,11-22,11-22,11-22,11-22,12-22,12-22
l694_5M7NF-5GDxfH2dCNg,"Courtesy Chevrolet","","1233 E Camelback Rd",Phoenix,AZ,85014,33.508246,-112.055093,3.0,293,1,8-21,8-21,8-21,8-21,8-21,8-20,10-18
s2I_Ni76bjJNK9yG60iD-Q,"Maison Christian Faure","Ville-Marie","355 Place Royale",Montréal,QC,H2Y 1Z6,45.5035444,-73.5544686,4.5,289,1,8-19,8-19,8-19,8-19,8-19,8-19,8-19
mygLP5-SCnQwIev6LU9gWg,"George's Famous Gyros","","7620 E McKellips Rd, Ste 6",Scottsdale,AZ,85257,33.4517119,-111.9166747,4.5,287,1,11-21,11-21,11-21,11-21,11-21,11-21,11-21
7qo6rqDjlHds8ObxzxBD4A,"Brooklyn V's Pizza","","894 E Warner Rd, Ste 101",Gilbert,AZ,85296,33.3369592,-111.7713379,4.5,236,1,11-21,11-21,11-21,11-21,11-22,11-22,11-20
ues2rFe_hbRC7s232PX5QA,"Brocach","Capitol","7 W Main St",Madison,WI,53703,43.0734677463,-89.3833705601,3.5,211,1,11-23,11-23,11-23,11-0,11-2,10-2,10-23
oa52t2Nfb7sOCqJE5M5hzg,"Rock Lobster","","2475 W Queen Creek Rd",Chandler,AZ,85248,33.2611752,-111.8840725,4.0,252,1,11-21,11-21,11-21,11-21,11-22,11-22,11-21
